Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Düz,Otomatik,Yarı Otomatik,Benzin,Dizel,LPG & Benzin,Coupe,Hatchback/3,Hatchback/5,MPV,Sedan,Station wagon,4WD (Sürekli),Önden Çekiş,-,Takasa Uygun,Takasa Uygun Değil,Galeriden,Sahibinden,Yetkili Bayiden
235000,AYDIN ,20427814,27 Temmuz 2022,Renault,Symbol,1.4 Authentique,2010,62000,1390,75,7.1,50,1 değişen,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
149000,İZMİR ,20627335,27 Temmuz 2022,Renault,Clio,1.5 dCi Alize,2005,230000,1461,65,4.7,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
172000,ÇORUM ,20626398,27 Temmuz 2022,Renault,Clio,1.4 RXT,2001,246000,1390,98,6.7,50,Belirtilmemiş,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
65500,KONYA ,20625366,27 Temmuz 2022,Renault,R 12,Toros,1991,0,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
48500,BURSA ,20311491,27 Temmuz 2022,Renault,R 9,1.4 Spring,1992,350000,1390,72,0.0,47,Tamamı boyalı,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
290000,İSTANBUL ,18680663,27 Temmuz 2022,Renault,Fluence,1.5 dCi Dynamique,2012,250000,1461,110,4.4,60,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
155000,GAZİANTEP ,20623902,27 Temmuz 2022,Renault,Clio,1.5 dCi Authentique,2007,300000,1461,65,4.9,55,6 boyalı,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
259000,İSTANBUL ,20620750,26 Temmuz 2022,Renault,Symbol,1.5 dCi Joy,2016,145000,1461,90,3.9,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
363000,ZONGULDAK ,20596260,26 Temmuz 2022,Renault,Symbol,1.5 dCi Joy,2018,44,1461,90,3.9,50,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
517000,İSTANBUL ,20407403,26 Temmuz 2022,Renault,Clio,1.3 TCe Icon,2020,42000,1332,130,5.2,42,Belirtilmemiş,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
223000,KONYA ,20597010,26 Temmuz 2022,Renault,Fluence,1.5 dCi Dynamique,2010,234000,1461,85,4.5,60,"2 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
277500,TEKİRDAĞ ,20448975,26 Temmuz 2022,Renault,Clio,1.5 dCi SportTourer Joy,2015,170000,1461,75,4.0,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
215000,TEKİRDAĞ ,20616969,26 Temmuz 2022,Renault,Megane,1.6 Dynamique,2004,269000,1598,115,7.7,60,"1 değişen, 4 boyalı",0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
325500,ESKİŞEHİR ,18917826,26 Temmuz 2022,Renault,Symbol,0.9 TCe Joy,2019,25000,898,90,5.1,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
449000,GAZİANTEP ,20498309,26 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2017,177000,1461,110,3.8,49,4 boyalı,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
179000,DENİZLİ ,20615211,26 Temmuz 2022,Renault,Symbol,1.5 dCi Authentique,2009,146000,1461,65,4.5,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
199500,İSTANBUL ,20614969,26 Temmuz 2022,Renault,Clio,1.2 Authentique,2008,145000,1149,75,5.9,55,"3 değişen, 2 boyalı",1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
825000,HATAY ,20485843,26 Temmuz 2022,Renault,Talisman,1.6 dCi Icon,2017,132000,1598,160,4.4,52,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
72000,KAYSERİ ,20612816,25 Temmuz 2022,Renault,R 12,Toros,1991,200000,1397,72,0.0,0,2 değişen,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
453000,KAHRAMANMARAŞ ,20587690,25 Temmuz 2022,Renault,Clio,1.0 TCe Touch,2020,37197,999,100,5.0,42,1 boyalı,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
173000,GAZİANTEP ,20609856,25 Temmuz 2022,Renault,Megane,1.5 dCi Dynamique,2004,300000,1461,100,4.5,60,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
387900,ESKİŞEHİR ,20589679,25 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2015,152000,1461,110,4.4,60,4 boyalı,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
349900,ESKİŞEHİR ,20324323,25 Temmuz 2022,Renault,Clio,1.0 SCe Joy,2020,41000,999,72,4.9,42,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
440000,KIRKLARELİ ,20608092,25 Temmuz 2022,Renault,Clio,0.9 TCe Touch,2020,31000,898,90,5.0,45,Tamamı orjinal,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
221500,İSTANBUL ,20109512,25 Temmuz 2022,Renault,Fluence,1.5 dCi Business,2012,234000,1461,90,4.4,60,"1 değişen, 7 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
568750,DENİZLİ ,20581457,25 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2017,39000,1461,110,3.8,49,"1 değişen, 1 boyalı",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
287000,DENİZLİ ,20601054,24 Temmuz 2022,Renault,Megane,1.6 Expression,2009,91500,1598,110,6.9,60,5 boyalı,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
467500,İSTANBUL ,20596056,23 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2017,149000,1461,110,3.8,49,11 boyalı,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
235900,ADANA ,20566244,23 Temmuz 2022,Renault,Symbol,1.5 dCi Joy,2016,198000,1461,90,3.9,50,10 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
332500,İSTANBUL ,20573061,23 Temmuz 2022,Renault,Clio,1.5 dCi Joy,2018,150000,1461,75,3.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
172500,AYDIN ,20478323,23 Temmuz 2022,Renault,Symbol,1.5 dCi Extreme,2008,270000,1461,65,4.5,50,3 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
139750,GAZİANTEP ,20578214,22 Temmuz 2022,Renault,Symbol,1.5 dCi Authentique,2008,328000,1461,85,4.5,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
375750,İZMİR ,20588890,22 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2015,193000,1461,110,4.4,60,"1 değişen, 4 boyalı",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
473500,MERSİN ,20428801,22 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2017,170000,1461,110,3.8,49,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
312500,İSTANBUL ,20588585,22 Temmuz 2022,Renault,Clio,1.5 dCi Touch,2014,190000,1461,90,3.7,45,Belirtilmemiş,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
366500,KAYSERİ ,20516507,22 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2013,164000,1461,110,4.4,60,2 boyalı,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
110000,DENİZLİ ,20587884,22 Temmuz 2022,Renault,Megane,2.0 RXE,1998,294000,1998,115,8.4,60,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
260000,ANTALYA ,20587938,22 Temmuz 2022,Renault,Symbol,1.0 SCe Joy,2018,179000,998,75,5.4,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
187800,İSTANBUL ,20587769,22 Temmuz 2022,Renault,Symbol,1.5 dCi Authentique,2010,220000,1461,65,4.5,50,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
299900,BURSA ,20587708,22 Temmuz 2022,Renault,Fluence,1.6 Extreme,2011,119000,1598,105,7.7,60,6 boyalı,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
512000,MERSİN ,20586871,22 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2017,160000,1461,110,3.8,49,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
122000,KÜTAHYA ,20587183,22 Temmuz 2022,Renault,Clio,1.5 dCi Authentique,2004,233000,1461,65,4.7,50,1 değişen,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
125000,KONYA ,20576270,20 Temmuz 2022,Renault,Clio,1.4 RTA,2000,307000,1390,75,6.8,50,11 boyalı,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
307500,DENİZLİ ,20571918,20 Temmuz 2022,Renault,Clio,1.5 dCi Joy,2017,155000,1461,75,3.6,45,5 boyalı,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
175750,OSMANİYE ,20563117,19 Temmuz 2022,Renault,Symbol,1.2 Authentique Edition,2012,183000,1149,75,8.1,50,"2 değişen, 3 boyalı",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
340750,SAMSUN ,20473994,19 Temmuz 2022,Renault,Clio,1.5 dCi Joy,2018,136000,1461,75,3.6,45,Tamamı orjinal,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
275000,İZMİR ,20559074,18 Temmuz 2022,Renault,Symbol,1.5 dCi Touch,2013,129000,1461,90,3.9,50,"1 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
320000,KARABÜK ,20540453,15 Temmuz 2022,Renault,Symbol,1.2 Joy,2015,3600,1149,75,6.0,50,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
178500,İSTANBUL ,20533343,14 Temmuz 2022,Renault,Scenic,1.6 RXT,2001,112000,1598,107,7.9,60,10 boyalı,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
215000,İSTANBUL ,20081428,13 Temmuz 2022,Renault,Symbol,1.2 Authentique,2011,113000,1149,75,5.9,50,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
173500,İSTANBUL ,20403426,07 Temmuz 2022,Renault,Symbol,1.5 dCi Authentique,2010,270000,1461,65,4.5,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
173000,KAHRAMANMARAŞ ,20492214,05 Temmuz 2022,Renault,Clio,1.4 Authentique,2005,188000,1390,75,7.1,50,1 değişen,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
358000,ARTVİN ,20484762,04 Temmuz 2022,Renault,Fluence,1.5 dCi Touch,2016,164000,1461,110,4.4,60,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
345000,KOCAELİ ,20326235,01 Temmuz 2022,Renault,Fluence,1.5 dCi Touch Plus,2014,172000,1461,110,4.4,60,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
268500,ŞANLIURFA ,20467681,01 Temmuz 2022,Renault,Fluence,1.5 dCi Extreme,2011,238000,1461,110,4.4,60,1 boyalı,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
250000,ZONGULDAK ,20464882,30 Haziran 2022,Renault,Clio,1.2 Icon,2012,200000,1149,75,5.5,45,5 boyalı,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
225000,OSMANİYE ,20450316,28 Haziran 2022,Renault,Megane,1.5 dCi Joy,2013,330000,1461,90,4.4,60,8 boyalı,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
190000,İSTANBUL ,20445380,28 Haziran 2022,Renault,Megane,1.6 Expression,2007,290000,1598,110,7.7,60,"1 değişen, 6 boyalı",0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
227000,EDİRNE ,19983931,27 Haziran 2022,Renault,Megane,1.6 Dynamique,2005,190000,1598,115,6.9,60,6 boyalı,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
245000,İSTANBUL ,20406955,22 Haziran 2022,Renault,Fluence,1.5 dCi Business,2011,295000,1461,85,4.5,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
130000,İSTANBUL ,20371527,18 Haziran 2022,Renault,Symbol,1.5 dCi Authentique,2010,370000,1461,65,4.5,50,"5 değişen, 5 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
481000,DİYARBAKIR ,20259763,04 Haziran 2022,Renault,Megane,1.5 dCi Touch,2018,160000,1461,110,3.8,49,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
399900,ANKARA ,20634524,28 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2017,216000,1461,110,3.8,49,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
85000,MERSİN ,20447555,28 Temmuz 2022,Renault,R 19,1.4 Europa RT,1997,246000,1397,80,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
455000,SAMSUN ,20572765,28 Temmuz 2022,Renault,Megane,1.5 dCi Joy,2016,150000,1461,110,3.8,49,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
410000,İZMİR ,20486626,27 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2014,127000,1461,110,4.4,60,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
107500,İZMİR ,19965679,27 Temmuz 2022,Renault,R 9,1.4 Broadway RNi,1999,240000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
195000,BATMAN ,20404856,27 Temmuz 2022,Renault,Fluence,1.5 dCi Extreme,2011,275000,1461,85,4.5,60,"4 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
82000,DENİZLİ ,20618888,27 Temmuz 2022,Renault,R 19,1.6 Europa iE,2001,255000,1598,90,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
369750,İSTANBUL ,20617416,26 Temmuz 2022,Renault,Fluence,1.5 dCi Touch,2015,221000,1461,110,4.4,60,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
247000,TEKİRDAĞ ,20449028,26 Temmuz 2022,Renault,Clio,1.2 Joy,2014,198000,1149,75,5.5,45,1 boyalı,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
255750,BURSA ,20531380,26 Temmuz 2022,Renault,Symbol,1.4 Expression,2011,20000,1390,75,7.1,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
347500,KOCAELİ ,20610976,25 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2014,119000,1461,110,4.6,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
455000,KOCAELİ ,20568124,19 Temmuz 2022,Renault,Scenic,1.5 dCi Icon,2013,90000,1461,110,5.0,60,Tamamı orjinal,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
109750,DENİZLİ ,20371192,17 Temmuz 2022,Renault,Clio,1.6 RXT,2000,234000,1598,90,7.2,50,Belirtilmemiş,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
365750,MUĞLA ,20543874,16 Temmuz 2022,Renault,Fluence,1.5 dCi Touch,2016,140000,1461,110,4.4,60,"3 değişen, 2 boyalı",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
445750,MUĞLA ,20511398,09 Temmuz 2022,Renault,Clio,1.5 dCi Icon,2018,112000,1461,90,3.7,45,4 boyalı,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
337750,YOZGAT ,20498155,06 Temmuz 2022,Renault,Fluence,1.5 dCi Touch,2015,139000,1461,90,4.5,60,2 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
179000,BURDUR ,20467903,04 Temmuz 2022,Renault,Clio,1.4 Authentique,2005,120500,1390,75,7.1,50,3 boyalı,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
190000,İSTANBUL ,20457328,30 Haziran 2022,Renault,Megane,1.6 Dynamique,2004,296000,1598,115,7.7,60,"1 değişen, 10 boyalı",0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
479990,İSTANBUL ,20444678,27 Haziran 2022,Renault,Clio,1.0 TCe Touch,2021,9500,999,90,5.0,42,Tamamı orjinal,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
500000,MANİSA ,20642602,29 Temmuz 2022,Renault,Clio,1.0 TCe Touch,2020,8000,999,100,5.0,42,Tamamı orjinal,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
168000,EDİRNE ,20643168,29 Temmuz 2022,Renault,Clio,1.4 RTA,2001,105500,1390,75,6.8,50,3 boyalı,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
525000,ANKARA ,20643068,29 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2018,145000,1461,110,3.8,49,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
58500,ANKARA ,20641833,29 Temmuz 2022,Renault,R 9,1.4 Spring,1991,368000,1390,72,0.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
315000,KONYA ,20377379,29 Temmuz 2022,Renault,Megane,1.5 dCi Privilege,2012,188000,1461,110,4.4,60,"1 değişen, 4 boyalı",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
95000,KONYA ,20643156,29 Temmuz 2022,Renault,R 9,1.4 Broadway RN,1997,999999,1390,83,0.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
215000,ADANA ,20642145,29 Temmuz 2022,Renault,Symbol,1.2 Expression Plus,2011,153500,1149,75,5.9,50,2 boyalı,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
320000,DİYARBAKIR ,20639312,29 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2015,185000,1461,110,4.6,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
549999,KIRKLARELİ ,20642762,29 Temmuz 2022,Renault,Megane,1.5 dCi Icon,2017,105000,1461,110,3.7,47,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
260000,AYDIN ,20642361,29 Temmuz 2022,Renault,Symbol,1.2 Joy,2015,73000,1149,75,6.0,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
72500,MANİSA ,20642288,29 Temmuz 2022,Renault,R 9,1.4 Broadway GTE,1993,232000,1390,83,0.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
94999,KONYA ,19999800,29 Temmuz 2022,Renault,R 9,1.4 Broadway RNi,1997,236000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
200000,GAZİANTEP ,20640130,29 Temmuz 2022,Renault,Clio,1.5 dCi Grandtour Extreme,2012,248000,1461,75,4.4,55,2 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
172000,BALIKESİR ,20641845,29 Temmuz 2022,Renault,Clio,1.5 dCi Alize,2006,184000,1461,80,4.7,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
347500,ADANA ,20638279,29 Temmuz 2022,Renault,Clio,1.5 dCi SportTourer Joy,2014,190500,1461,75,4.0,45,1 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
282000,KOCAELİ ,20642351,29 Temmuz 2022,Renault,Clio,1.5 dCi SportTourer Joy,2014,223000,1461,75,4.0,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
170000,BALIKESİR ,20642726,29 Temmuz 2022,Renault,Symbol,1.4 Authentique,2008,150000,1390,75,7.1,50,5 boyalı,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
120000,HATAY ,20642897,29 Temmuz 2022,Renault,Clio,1.5 dCi Status,2004,288000,1461,80,4.2,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
177500,BATMAN ,20639272,29 Temmuz 2022,Renault,Laguna,1.6 Authentique,2007,251000,1598,110,7.7,68,1 boyalı,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
169800,İSTANBUL ,20588103,29 Temmuz 2022,Renault,Megane,1.5 dCi Extreme,2008,334000,1461,80,4.6,60,"1 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
221900,İSTANBUL ,20588588,29 Temmuz 2022,Renault,Fluence,1.5 dCi Business,2012,214000,1461,90,4.4,60,"2 değişen, 7 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
176500,TRABZON ,20642826,29 Temmuz 2022,Renault,Symbol,1.5 dCi Expression,2012,226300,1461,65,4.5,50,"1 değişen, 7 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
223900,İSTANBUL ,20588721,29 Temmuz 2022,Renault,Symbol,1.2 Joy,2015,190000,1149,75,6.0,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
186500,HATAY ,19262884,29 Temmuz 2022,Renault,Symbol,1.5 dCi Expression,2011,217000,1461,65,4.5,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
179900,OSMANİYE ,20609430,29 Temmuz 2022,Renault,Megane,1.5 dCi Extreme,2008,225000,1461,100,5.8,60,Belirtilmemiş,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
56900,OSMANİYE ,20587113,29 Temmuz 2022,Renault,R 12,Toros,1992,250000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
186750,OSMANİYE ,20583699,29 Temmuz 2022,Renault,Symbol,1.2 Authentique,2012,169000,1149,75,5.9,50,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
