Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden
215000,AYDIN ,20547946,2022-07-17,Opel,Astra,1.3 CDTI Enjoy,2008,257200,Düz,Dizel,Sedan,1248,90,Önden Çekiş,5.1,52,1 boyalı,Takasa Uygun,Sahibinden
180000,SAKARYA ,20401077,2022-06-27,Opel,Astra,1.6 CD,1998,194000,Otomatik,LPG & Benzin,Hatchback/5,1598,100,Önden Çekiş,7.8,52,7 boyalı,Takasa Uygun,Galeriden
500000,SAKARYA ,20332386,2022-06-27,Opel,Astra,1.6 CDTI Enjoy,2016,80000,Otomatik,Dizel,Hatchback/5,1598,136,Önden Çekiş,4.6,52,Belirtilmemiş,Takasa Uygun,Galeriden
240000,GAZİANTEP ,20306922,2022-06-09,Opel,Astra,1.6 Enjoy,2013,102000,Otomatik,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,7.1,56,Belirtilmemiş,Takasa Uygun Değil,Galeriden
155000,ŞANLIURFA ,20685046,2022-08-03,Opel,Vectra,1.6 GL,1998,275000,Düz,LPG & Benzin,Sedan,1598,100,Önden Çekiş,7.4,61,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden
460000,BİNGÖL ,20175204,2022-08-03,Opel,Astra,1.4 T Edition Plus,2020,13000,Düz,Benzin,Sedan,1364,140,Önden Çekiş,6.2,56,Tamamı orjinal,Takasa Uygun Değil,Galeriden
90000,MUĞLA ,20031495,2022-08-03,Opel,Vectra,2.0 GLS,1992,251000,Otomatik,LPG & Benzin,Sedan,1998,115,Önden Çekiş,0.0,0,Belirtilmemiş,Takasa Uygun,Galeriden
181500,AFYONKARAHİSAR ,20408775,2022-08-03,Opel,Astra,1.6 Enjoy,2005,240000,Düz,LPG & Benzin,Hatchback/5,1598,105,Önden Çekiş,6.6,52,Belirtilmemiş,Takasa Uygun Değil,Galeriden
388850,ADANA ,20645299,2022-08-02,Opel,Insignia,2.0 CDTI Edition Elegance,2013,168000,Otomatik,Dizel,Sedan,1956,130,Önden Çekiş,6.7,70,Belirtilmemiş,Takasa Uygun,Galeriden
189900,DENİZLİ ,19900807,2022-06-19,Opel,Vectra,1.6 Comfort,2004,323000,Düz,LPG & Benzin,Sedan,1598,100,Önden Çekiş,7.5,61,Belirtilmemiş,Takasa Uygun,Galeriden
350000,İSTANBUL ,20690973,2022-08-04,Opel,Astra,1.4 T Sport,2011,186000,Otomatik,LPG & Benzin,Hatchback/5,1364,140,Önden Çekiş,7.0,56,Belirtilmemiş,Takasa Uygun,Sahibinden
245000,İSTANBUL ,20691089,2022-08-04,Opel,Astra,1.6 Enjoy Elegance,2009,199999,Düz,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,6.3,56,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden
530000,İSTANBUL ,20691050,2022-08-04,Opel,Insignia,1.6 CDTI Elite,2016,131000,Otomatik,Dizel,Sedan,1598,136,Önden Çekiş,5.0,70,"1 değişen, 5 boyalı",Takasa Uygun,Sahibinden
470000,MANİSA ,17287581,2022-08-04,Opel,Astra,1.4 T Edition Plus,2019,18800,Düz,Benzin,Sedan,1364,140,Önden Çekiş,6.2,56,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
193750,BİLECİK ,20691009,2022-08-04,Opel,Vectra,1.6 Comfort,2004,295000,Düz,Benzin,Sedan,1598,100,Önden Çekiş,7.5,61,5 boyalı,Takasa Uygun Değil,Sahibinden
247000,ŞANLIURFA ,20690619,2022-08-04,Opel,Vectra,1.6 Comfort,2004,234000,Düz,LPG & Benzin,Sedan,1598,100,Önden Çekiş,7.5,61,"1 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden
250000,KAYSERİ ,20690872,2022-08-04,Opel,Astra,1.3 CDTI Enjoy,2008,170000,Yarı Otomatik,Dizel,Hatchback/5,1248,90,Önden Çekiş,5.0,52,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
350000,BURSA ,20690803,2022-08-04,Opel,Astra,1.6 CDTI Edition,2015,110500,Düz,Dizel,Sedan,1598,136,Önden Çekiş,4.2,56,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
189000,VAN ,20690750,2022-08-04,Opel,Vectra,1.6 Comfort,2005,320000,Düz,LPG & Benzin,Hatchback/5,1598,100,Önden Çekiş,7.5,61,5 boyalı,Takasa Uygun,Sahibinden
520000,İSTANBUL ,20690656,2022-08-04,Opel,Astra,1.6 CDTI Sport,2015,72910,Düz,Dizel,Sedan,1598,136,Önden Çekiş,4.2,56,1 değişen,Takasa Uygun Değil,Sahibinden
98500,KONYA ,19811879,2022-08-04,Opel,Vectra,1.6 GL,1996,179000,Düz,LPG & Benzin,Sedan,1598,100,Önden Çekiş,7.4,61,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
312900,MARDİN ,20690730,2022-08-04,Opel,Corsa,1.2 Essentia,2015,89700,Düz,Benzin,Hatchback/5,1229,70,Önden Çekiş,5.4,45,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
140000,DENİZLİ ,20690626,2022-08-04,Opel,Astra,1.6 GL,1999,233000,Düz,LPG & Benzin,Hatchback/5,1598,100,Önden Çekiş,7.4,52,Belirtilmemiş,Takasa Uygun,Galeriden
397700,DİYARBAKIR ,20690671,2022-08-04,Opel,Astra,1.6 CDTI Design,2016,175000,Otomatik,Dizel,Sedan,1598,136,Önden Çekiş,5.1,56,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden
271000,MARDİN ,20578036,2022-08-04,Opel,Astra,1.4 T Enjoy,2011,185000,Otomatik,LPG & Benzin,Hatchback/5,1364,140,Önden Çekiş,7.0,56,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
335000,KONYA ,20690645,2022-08-04,Opel,Astra,1.6 Edition Plus,2016,110000,Düz,Benzin,Sedan,1598,115,Önden Çekiş,6.5,56,"2 değişen, 1 boyalı",Takasa Uygun,Sahibinden
352950,İSTANBUL ,20690612,2022-08-04,Opel,Astra,1.6 CDTI Design,2016,185000,Otomatik,Dizel,Sedan,1598,136,Önden Çekiş,5.1,56,Belirtilmemiş,Takasa Uygun,Galeriden
135000,SAMSUN ,20690639,2022-08-04,Opel,Astra,1.4 Classic,2001,230000,Düz,LPG & Benzin,Station wagon,1389,90,Önden Çekiş,7.5,52,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
255000,ŞANLIURFA ,20441079,2022-08-04,Opel,Corsa,1.4 Twinport Enjoy 111,2012,113000,Otomatik,Benzin,Hatchback/5,1364,100,Önden Çekiş,5.5,45,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden
327500,KAHRAMANMARAŞ ,20690650,2022-08-04,Opel,Astra,1.6 Essentia,2013,118000,Düz,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,6.5,52,Belirtilmemiş,Takasa Uygun,Galeriden
239000,SAKARYA ,20690540,2022-08-04,Opel,Astra,1.6 Elegance,2004,130000,Otomatik,LPG & Benzin,Hatchback/5,1598,100,Önden Çekiş,7.7,52,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
307000,VAN ,20690279,2022-08-04,Opel,Astra,1.3 CDTI ecoFLEX Sport,2011,227000,Düz,Dizel,Hatchback/5,1248,95,Önden Çekiş,4.2,56,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
340000,KONYA ,20267723,2022-08-04,Opel,Astra,1.6 Edition Plus,2016,104000,Düz,LPG & Benzin,Sedan,1598,115,Önden Çekiş,6.5,56,"1 değişen, 3 boyalı",Takasa Uygun,Sahibinden
365000,KAYSERİ ,20690128,2022-08-04,Opel,Insignia,1.6 T Cosmo,2010,184000,Düz,LPG & Benzin,Sedan,1598,180,Önden Çekiş,7.7,70,Tamamı orjinal,Takasa Uygun,Sahibinden
470000,ANKARA ,20690389,2022-08-04,Opel,Astra,1.6 CDTI Enjoy,2017,111500,Otomatik,Dizel,Hatchback/5,1598,136,Önden Çekiş,4.6,52,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
187500,SAKARYA ,20690164,2022-08-04,Opel,Corsa,1.4 Enjoy,2004,186000,Düz,LPG & Benzin,Hatchback/5,1389,90,Önden Çekiş,7.2,44,1 boyalı,Takasa Uygun Değil,Sahibinden
305000,İSTANBUL ,20690484,2022-08-04,Opel,Astra,1.6 Essentia Konfor,2012,155000,Düz,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,6.5,52,Belirtilmemiş,Takasa Uygun,Sahibinden
287000,İZMİR ,20690098,2022-08-04,Opel,Astra,1.6 Enjoy,2009,129000,Yarı Otomatik,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,6.5,52,4 boyalı,Takasa Uygun Değil,Sahibinden
400000,ŞIRNAK ,20262946,2022-08-04,Opel,Insignia,1.4 T Edition Elegance,2012,116500,Düz,Benzin,Sedan,1364,140,Önden Çekiş,5.6,70,Belirtilmemiş,Takasa Uygun,Sahibinden
240000,TRABZON ,20690445,2022-08-04,Opel,Astra,1.6 Essentia Konfor,2011,154330,Düz,Benzin,Hatchback/5,1598,115,Önden Çekiş,6.5,52,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden
262000,SAMSUN ,19758614,2022-08-04,Opel,Astra,1.6 Enjoy,2009,148000,Düz,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,6.7,52,Belirtilmemiş,Takasa Uygun,Galeriden
173000,KAYSERİ ,20679853,2022-08-04,Opel,Astra,1.6 CD,2000,300000,Otomatik,LPG & Benzin,Sedan,1598,100,Önden Çekiş,8.2,52,"1 değişen, 9 boyalı",Takasa Uygun,Sahibinden
510000,İSTANBUL ,20261225,2022-08-04,Opel,Astra,1.2 Turbo Edition,2020,55000,Düz,Benzin,Hatchback/5,1199,145,Önden Çekiş,4.3,48,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
249000,ŞANLIURFA ,20690140,2022-08-04,Opel,Astra,1.6 Essentia Konfor,2011,338000,Yarı Otomatik,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,6.3,52,"4 değişen, 5 boyalı",Takasa Uygun Değil,Galeriden
235000,KAYSERİ ,20505415,2022-08-04,Opel,Astra,1.3 CDTI Enjoy,2011,226000,Düz,Dizel,Sedan,1248,90,Önden Çekiş,5.1,52,Belirtilmemiş,Takasa Uygun,Galeriden
655000,İSTANBUL ,20689564,2022-08-04,Opel,Insignia,1.6 CDTI Grand Sport Enjoy,2017,78000,Otomatik,Dizel,Hatchback/5,1598,136,Önden Çekiş,5.1,62,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
210000,AKSARAY ,20689950,2022-08-04,Opel,Astra,1.6 CD,1999,291000,Düz,LPG & Benzin,Sedan,1598,100,Önden Çekiş,7.4,52,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
299500,İSTANBUL ,20335848,2022-08-04,Opel,Corsa,1.4 Twinport Enjoy,2012,90896,Otomatik,Benzin,Hatchback/5,1364,100,Önden Çekiş,5.9,45,"1 değişen, 2 boyalı",Takasa Uygun Değil,Yetkili Bayiden
424500,DİYARBAKIR ,19205558,2022-08-04,Opel,Astra,1.6 Edition Plus,2017,49000,Düz,LPG & Benzin,Sedan,1598,115,Önden Çekiş,6.5,56,Tamamı orjinal,Takasa Uygun,Sahibinden
129500,ANTALYA ,20681319,2022-08-04,Opel,Astra,1.4 Club,2003,280000,Düz,LPG & Benzin,Sedan,1388,90,Önden Çekiş,7.2,52,"3 değişen, 8 boyalı",Takasa Uygun Değil,Galeriden
458000,DİYARBAKIR ,19800308,2022-08-04,Opel,Astra,1.6 CDTI Design,2018,128000,Otomatik,Dizel,Sedan,1598,136,Önden Çekiş,5.1,56,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
225000,İSTANBUL ,20689818,2022-08-04,Opel,Astra,1.6 Enjoy,2004,290000,Düz,Benzin,Hatchback/5,1598,100,Önden Çekiş,7.1,52,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden
529000,İSTANBUL ,20689859,2022-08-04,Opel,Insignia,1.6 CDTI Cosmo,2015,120000,Otomatik,Dizel,Sedan,1598,136,Önden Çekiş,5.0,70,1 değişen,Takasa Uygun,Sahibinden
325000,İSTANBUL ,20689843,2022-08-04,Opel,Astra,1.3 CDTI Enjoy Plus,2012,177000,Düz,Dizel,Hatchback/5,1248,95,Önden Çekiş,4.1,56,5 boyalı,Takasa Uygun Değil,Sahibinden
315000,ANKARA ,20689833,2022-08-04,Opel,Corsa,1.2 Twinport Active,2014,95000,Yarı Otomatik,Benzin,Hatchback/5,1229,85,Önden Çekiş,5.1,45,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
410000,KAYSERİ ,19797316,2022-08-04,Opel,Astra,1.6 Edition Plus,2016,52000,Düz,Benzin,Sedan,1598,115,Önden Çekiş,6.5,56,Tamamı orjinal,Takasa Uygun,Sahibinden
300000,ANKARA ,18305464,2022-08-04,Opel,Insignia,1.6 T Cosmo,2011,204500,Düz,LPG & Benzin,Sedan,1598,180,Önden Çekiş,7.7,70,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden
320000,HATAY ,20691287,2022-08-04,Opel,Astra,1.3 CDTI Enjoy Plus,2012,232000,Düz,Dizel,Hatchback/5,1248,95,Önden Çekiş,4.1,56,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
164900,YOZGAT ,20691225,2022-08-04,Opel,Vectra,2.0 DTI Comfort,1998,285000,Düz,Dizel,Station wagon,1994,100,Önden Çekiş,6.2,60,6 boyalı,Takasa Uygun Değil,Sahibinden
594000,ANTALYA ,20689674,2022-08-04,Opel,Corsa,1.2 Turbo Ultimate,2020,15700,Otomatik,Benzin,Hatchback/5,1199,130,Önden Çekiş,4.5,44,Tamamı orjinal,Takasa Uygun,Sahibinden
400000,MERSİN ,20264161,2022-08-04,Opel,Astra,1.3 CDTI Sport,2013,163000,Düz,Dizel,Sedan,1248,95,Önden Çekiş,4.1,56,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
391000,BURSA ,20689838,2022-08-04,Opel,Astra,1.4 T Enjoy Active,2015,60000,Düz,Benzin,Hatchback/5,1364,140,Önden Çekiş,5.9,56,Belirtilmemiş,Takasa Uygun,Galeriden
410000,ANTALYA ,20689831,2022-08-04,Opel,Astra,1.4 T Sport,2015,171000,Otomatik,Benzin,Sedan,1364,140,Önden Çekiş,6.7,56,Belirtilmemiş,Takasa Uygun,Galeriden
290000,ESKİŞEHİR ,20689733,2022-08-04,Opel,Astra,1.6 Enjoy,2009,134000,Düz,LPG & Benzin,-,1598,115,Önden Çekiş,6.9,52,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
265000,KOCAELİ ,20095404,2022-08-04,Opel,Astra,1.6 Enjoy,2008,126000,Düz,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,6.7,52,3 boyalı,Takasa Uygun Değil,Sahibinden
255000,GAZİANTEP ,20689719,2022-08-04,Opel,Astra,1.6 Elegance,2008,209000,Yarı Otomatik,LPG & Benzin,Station wagon,1598,105,Önden Çekiş,6.5,52,2 boyalı,Takasa Uygun Değil,Sahibinden
312500,BURSA ,20689622,2022-08-04,Opel,Astra,1.3 CDTI ecoFLEX Enjoy Plus,2011,168000,Düz,Dizel,Hatchback/5,1248,95,Önden Çekiş,4.2,56,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden
399000,İSTANBUL ,20229936,2022-08-04,Opel,Astra,1.6 CDTI Business,2014,116000,Düz,Dizel,Sedan,1598,136,Önden Çekiş,4.2,56,Belirtilmemiş,Takasa Uygun,Sahibinden
75000,KONYA ,20345858,2022-08-04,Opel,Vectra,2.0,1993,363000,Düz,LPG & Benzin,Sedan,1998,150,Önden Çekiş,0.0,0,Belirtilmemiş,Takasa Uygun,Galeriden
322000,AYDIN ,20689746,2022-08-04,Opel,Corsa,1.2 Enjoy,2016,57000,Düz,Benzin,Hatchback/5,1229,70,Önden Çekiş,5.4,45,Belirtilmemiş,Takasa Uygun Değil,Galeriden
280000,UŞAK ,20689586,2022-08-04,Opel,Astra,1.3 CDTI Essentia,2011,192000,Düz,Dizel,Hatchback/5,1248,90,Önden Çekiş,4.9,52,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
157000,MUĞLA ,20532711,2022-08-04,Opel,Corsa,1.4 GLS,2000,169000,Düz,Benzin,Hatchback/5,1389,90,Önden Çekiş,7.4,42,Belirtilmemiş,Takasa Uygun,Sahibinden
455000,DENİZLİ ,20261147,2022-08-04,Opel,Insignia,2.0 CDTI Edition,2013,151000,Otomatik,Dizel,Sedan,1956,130,Önden Çekiş,5.3,70,1 boyalı,Takasa Uygun Değil,Sahibinden
279750,İSTANBUL ,19342744,2022-08-04,Opel,Corsa,1.2 Twinport Essentia,2013,70000,Düz,Benzin,Hatchback/5,1229,85,Önden Çekiş,5.3,45,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
200000,KONYA ,20260821,2022-08-04,Opel,Corsa,1.3 CDTI Enjoy,2004,258000,Yarı Otomatik,Dizel,Hatchback/5,1248,70,Önden Çekiş,4.4,44,"1 değişen, 3 boyalı",Takasa Uygun,Sahibinden
250000,HATAY ,20266032,2022-08-04,Opel,Astra,1.6 Enjoy,2006,237000,Yarı Otomatik,LPG & Benzin,Hatchback/5,1598,105,Önden Çekiş,6.5,52,3 boyalı,Takasa Uygun,Sahibinden
389000,İSTANBUL ,20689439,2022-08-04,Opel,Corsa,1.4 Color Edition,2016,41000,Otomatik,Benzin,Hatchback/5,1398,90,Önden Çekiş,6.0,45,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
97000,KAHRAMANMARAŞ ,20689436,2022-08-04,Opel,Vectra,2.0 GLS,1995,300000,Düz,LPG & Benzin,Sedan,1998,136,Önden Çekiş,8.7,61,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
81000,İSTANBUL ,20689418,2022-08-04,Opel,Vectra,2.0 DTI Comfort,2000,270000,Düz,Dizel,Sedan,1995,100,Önden Çekiş,5.7,60,"2 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden
205000,KAYSERİ ,20689347,2022-08-04,Opel,Corsa,1.2 Comfort,2002,99125,Yarı Otomatik,Benzin,Hatchback/5,1199,75,Önden Çekiş,6.2,44,3 boyalı,Takasa Uygun Değil,Sahibinden
208000,DENİZLİ ,20495247,2022-08-04,Opel,Corsa,1.3 CDTI Essentia,2005,254000,Yarı Otomatik,Dizel,Hatchback/5,1248,70,Önden Çekiş,4.4,44,"2 değişen, 7 boyalı",Takasa Uygun,Galeriden
395000,İSTANBUL ,20689290,2022-08-04,Opel,Astra,1.6 CDTI Sport,2015,133000,Düz,Dizel,Hatchback/5,1598,136,Önden Çekiş,3.9,56,2 boyalı,Takasa Uygun Değil,Sahibinden
195000,MERSİN ,20689031,2022-08-04,Opel,Meriva,1.6 Enjoy,2005,320000,Düz,LPG & Benzin,MPV,1598,100,Önden Çekiş,7.5,53,Belirtilmemiş,Takasa Uygun,Sahibinden
287000,TEKİRDAĞ ,20689297,2022-08-04,Opel,Corsa,1.2 Twinport Essentia,2013,108000,Yarı Otomatik,Benzin,Hatchback/5,1229,85,Önden Çekiş,5.1,45,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
412500,SAMSUN ,20689277,2022-08-04,Opel,Astra,1.6 CDTI Design,2018,216000,Otomatik,Dizel,Sedan,1598,136,Önden Çekiş,5.1,56,Belirtilmemiş,Takasa Uygun,Galeriden
615000,ELAZIĞ ,20689261,2022-08-04,Opel,Corsa,1.2 Turbo Ultimate,2020,21000,Otomatik,Benzin,Hatchback/5,1199,130,Önden Çekiş,4.5,44,Tamamı orjinal,Takasa Uygun,Galeriden
75000,KOCAELİ ,20689243,2022-08-04,Opel,Corsa,1.4 Swing,1993,299000,Düz,LPG & Benzin,Hatchback/3,1389,60,Önden Çekiş,0.0,42,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
299750,ANKARA ,20689281,2022-08-04,Opel,Corsa,1.4 Twinport Enjoy 111,2010,63100,Otomatik,Benzin,Hatchback/5,1364,100,Önden Çekiş,5.5,45,Belirtilmemiş,Takasa Uygun,Galeriden
