Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Düz,Otomatik,Yarı Otomatik,Benzin,Dizel,LPG & Benzin,-,Hatchback/3,Hatchback/5,MPV,SUV,Sedan,Station wagon,Önden Çekiş,-,Takasa Uygun,Takasa Uygun Değil,Galeriden,Sahibinden,Yetkili Bayiden
186750,BOLU ,20575979,20 Temmuz 2022,Fiat,Punto,Grande 1.3 Multijet Dynamic,2011,234000,1248,75,4.5,45,"1 değişen, 11 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
327500,DENİZLİ ,20572030,20 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2017,110000,1248,95,4.1,45,3 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
244900,ADANA ,20563985,19 Temmuz 2022,Fiat,Linea,1.6 Multijet Easy,2014,260000,1598,105,5.1,45,6 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
347900,İSTANBUL ,20414589,16 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2018,118000,1248,95,4.1,45,2 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
319000,ORDU ,20464777,13 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2018,129500,1248,95,4.1,45,1 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
237500,ANTALYA ,20489758,12 Temmuz 2022,Fiat,Panda,1.2 Pop,2016,85000,1242,69,5.2,37,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
325000,KIRŞEHİR ,19964515,24 Haziran 2022,Fiat,Egea,1.3 Multijet Easy,2017,90000,1248,95,4.1,45,1 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
290000,GAZİANTEP ,17609652,23 Haziran 2022,Fiat,Egea,1.3 Multijet Urban,2016,100000,1248,95,4.1,45,"2 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
355000,KIRKLARELİ ,20386273,20 Haziran 2022,Fiat,Egea,1.3 Multijet Easy,2018,142000,1248,95,4.1,45,2 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
438000,ANKARA ,20615529,28 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban Plus,2020,26000,1248,95,4.1,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
327000,KONYA ,20441750,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2019,83000,1368,95,5.7,45,3 boyalı,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
246000,KONYA ,20441715,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2017,163000,1248,95,4.9,45,1 değişen,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
81000,DENİZLİ ,20619116,27 Temmuz 2022,Fiat,Siena,1.6 HL,1999,367000,1580,101,0.0,51,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
370900,İSTANBUL ,20330828,13 Haziran 2022,Fiat,Egea,1.3 Multijet Easy,2020,46700,1248,95,4.1,45,2 değişen,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
308000,İSTANBUL ,20641599,29 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2018,146000,1368,95,5.7,45,2 değişen,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
132000,HATAY ,20642933,29 Temmuz 2022,Fiat,Punto,1.3 Multijet Shine,2006,400000,1251,70,4.5,47,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
240000,NİĞDE ,20641283,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2012,133500,1248,95,4.9,45,1 değişen,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
80000,İSTANBUL ,20642589,29 Temmuz 2022,Fiat,Tempra,1.6 SX A,1994,180000,1581,90,0.0,65,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
225000,İSTANBUL ,20642707,29 Temmuz 2022,Fiat,Punto,Grande 1.4 Fire Dynamic,2008,114000,1368,77,6.1,45,"1 değişen, 1 boyalı",0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
397500,BOLU ,20292473,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban Plus,2019,85000,1248,95,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
263000,MALATYA ,20639381,29 Temmuz 2022,Fiat,Linea,1.4 Fire Active Plus,2015,74000,1368,77,6.3,45,Tamamı orjinal,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
186500,ANKARA ,20641818,29 Temmuz 2022,Fiat,Punto,Grande 1.3 Multijet Emotion,2009,270000,1248,90,4.6,45,"1 değişen, 3 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
69750,OSMANİYE ,20609300,29 Temmuz 2022,Fiat,Uno,70 SX,1995,250000,1372,71,0.0,42,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
134900,OSMANİYE ,20535591,29 Temmuz 2022,Fiat,Palio,1.3 Multijet Active Sole,2008,214000,1248,70,4.6,51,3 değişen,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
119750,OSMANİYE ,20492551,29 Temmuz 2022,Fiat,Marea,1.6 Liberty,2004,316000,1596,103,8.1,63,2 değişen,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
165000,AĞRI ,19615577,29 Temmuz 2022,Fiat,Marea,1.6 Liberty,2006,155000,1596,103,8.1,63,Tamamı orjinal,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
110000,İZMİR ,20642058,29 Temmuz 2022,Fiat,Marea,1.6 SX,2001,190000,1581,103,8.3,63,"2 değişen, 11 boyalı",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
96000,BURSA ,20639953,29 Temmuz 2022,Fiat,Tipo,1.6 SLX,1998,126000,1581,75,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
387500,KOCAELİ ,19783211,29 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2021,25500,1368,95,6.4,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
107000,ÇANKIRI ,20642167,29 Temmuz 2022,Fiat,Palio,1.2 S,2001,252000,1242,74,7.2,51,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
350000,İSTANBUL ,20642347,29 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2020,16580,1368,95,5.7,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
485250,ANKARA ,20641907,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban Plus,2020,17000,1248,95,4.1,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
399000,ANKARA ,20641410,29 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2021,16000,1368,95,6.4,45,Tamamı orjinal,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
225000,İSTANBUL ,20641401,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Actual,2013,174000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
98750,BURSA ,20637336,29 Temmuz 2022,Fiat,Palio,1.6 HL Weekend,1999,330000,1581,100,8.3,51,6 boyalı,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
383000,TRABZON ,20638048,29 Temmuz 2022,Fiat,Egea,1.4 Fire Easy Plus,2021,32000,1368,95,5.7,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
348000,DENİZLİ ,20638855,29 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2017,58000,1368,95,5.7,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
245000,NİĞDE ,20641712,29 Temmuz 2022,Fiat,Linea,1.6 Multijet Active Plus,2011,190000,1598,105,5.0,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
203000,İZMİR ,20638893,29 Temmuz 2022,Fiat,Albea,Sole 1.3 Multijet Premio,2010,93800,1248,70,4.7,48,3 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
140000,BURSA ,20642067,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Urban,2012,246000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
275000,ARTVİN ,19763037,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2014,55000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
345000,ANKARA ,20641977,29 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2019,24750,1368,95,5.7,45,1 değişen,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
215000,ANKARA ,20640715,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2014,241000,1248,95,4.9,45,"1 değişen, 3 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
112000,MUĞLA ,20640133,29 Temmuz 2022,Fiat,Palio,1.6 HL Weekend,2002,243000,1581,100,8.3,51,Tamamı boyalı,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0
76000,KÜTAHYA ,20639070,29 Temmuz 2022,Fiat,Uno,70 S,1998,197000,1372,71,0.0,42,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
295000,BİTLİS ,20639868,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2017,115000,1248,95,4.9,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
180000,İZMİR ,20640036,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2010,261000,1248,90,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
399000,MERSİN ,20641972,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban,2018,63500,1248,95,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
343750,ADANA ,20641614,29 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2017,73000,1368,95,5.7,45,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
128000,İSTANBUL ,20640076,29 Temmuz 2022,Fiat,Albea,Sole 1.3 Multijet Active,2012,259000,1248,70,4.7,48,Tamamı boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
357000,İSTANBUL ,20637811,29 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2021,30000,1368,95,6.4,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
114500,TEKİRDAĞ ,20640068,29 Temmuz 2022,Fiat,Palio,1.4 RT,2000,196000,1368,77,6.1,51,Tamamı boyalı,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
330000,BURSA ,20641625,29 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2017,59000,1368,95,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
97000,ESKİŞEHİR ,20638193,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Urban,2012,230540,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
188000,GAZİANTEP ,20638787,29 Temmuz 2022,Fiat,Linea,1.6 Multijet Dynamic Plus,2009,260000,1598,105,5.0,45,3 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
107000,ÇANKIRI ,20641221,29 Temmuz 2022,Fiat,Tipo,1.6 SX,1998,170000,1581,75,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
175000,SAKARYA ,20638491,29 Temmuz 2022,Fiat,Stilo,1.6 Dynamic,2004,252000,1596,103,7.4,58,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
285000,ANTALYA ,20636635,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2016,171500,1248,95,4.1,45,"3 değişen, 5 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
149000,ANTALYA ,20636555,29 Temmuz 2022,Fiat,Panda,1.2 Active,2011,75000,1242,69,4.9,35,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
235000,ANTALYA ,20633539,29 Temmuz 2022,Fiat,Linea,1.4 Fire Pop,2017,123000,1368,77,6.3,45,2 değişen,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
252500,İZMİR ,20592244,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2015,160000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
385000,GAZİANTEP ,20641526,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban,2018,89000,1248,95,4.1,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
115000,ESKİŞEHİR ,20639030,29 Temmuz 2022,Fiat,Siena,1.2 EL,2001,130000,1242,74,0.0,51,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
79750,KONYA ,20639453,29 Temmuz 2022,Fiat,Uno,70 SX,1998,188000,1372,71,0.0,42,2 değişen,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
337000,SİİRT ,20638303,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2017,99950,1248,95,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
270000,GAZİANTEP ,20637955,29 Temmuz 2022,Fiat,Punto,1.4 Popstar S&S,2014,69800,1368,77,5.7,45,Tamamı orjinal,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
155000,ELAZIĞ ,20639354,29 Temmuz 2022,Fiat,Albea,1.2 EL,2004,203000,1242,80,7.0,47,2 boyalı,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
340000,ERZURUM ,20637679,29 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2019,131000,1368,95,5.7,45,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
110500,ANKARA ,20637355,29 Temmuz 2022,Fiat,Bravo,1.6 SX,2001,252500,1581,103,7.7,50,Belirtilmemiş,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
290000,BURSA ,20640947,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2017,95200,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
247000,İSTANBUL ,20638398,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2016,161000,1248,95,4.9,45,"3 değişen, 3 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
510000,İSTANBUL ,20641585,29 Temmuz 2022,Fiat,Egea,1.6 Multijet Urban Plus,2020,34000,1598,120,3.9,45,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
72500,KONYA ,20638081,29 Temmuz 2022,Fiat,Uno,1.4 ie SX,1997,293000,1372,71,0.0,42,12 boyalı,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
330000,İZMİR ,20637930,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban,2017,114000,1248,95,4.1,45,"1 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
110000,BURSA ,20639054,29 Temmuz 2022,Fiat,Tipo,1.6 SX,1997,200000,1581,75,0.0,55,"1 değişen, 12 boyalı",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
409000,İZMİR ,20637582,29 Temmuz 2022,Fiat,Egea,1.4 Fire Easy Plus,2022,1,1368,95,6.4,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
350000,TEKİRDAĞ ,20640064,29 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2018,46000,1368,95,5.7,45,2 boyalı,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
230000,SAKARYA ,19667030,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Actual,2014,130000,1248,95,4.9,45,"1 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
320000,NİĞDE ,20641419,29 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2017,59000,1368,95,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
178000,ANKARA ,20641408,29 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2012,240000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
110500,İSTANBUL ,20639990,29 Temmuz 2022,Fiat,Albea,1.3 Multijet Dynamic,2006,240000,1248,70,4.7,48,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
87500,NİĞDE ,20638653,29 Temmuz 2022,Fiat,Tipo,1.6 SX,1996,113000,1581,75,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
210000,ANTALYA ,20640897,29 Temmuz 2022,Fiat,Punto,1.3 Multijet Easy,2012,244000,1248,75,4.1,45,"1 değişen, 5 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
297500,İSTANBUL ,20638195,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2017,120000,1248,95,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
437000,İSTANBUL ,20639222,29 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2021,9500,1248,95,4.1,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
